Leading.proteins.Positions.within.proteins;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04;log2 N2_d5_01;log2 N2_d5_02;log2  N2_d5_03;log2 N2_d5_04; -Log Student's T-test p-value N2_d15_N2_d5; Student's T-test q-value N2_d15_N2_d5; Student's T-test Difference N2_d15_N2_d5;Student's T-test Test statistic N2_d15_N2_d5;Sign p-val: 0.05 
D4YWC3(41);21,6598;18,83;21,4326;19,1028;27,6246;26,2535;24,1034;26,6736;2,85891;0,00104125;-5,90748;-5,59764;+
D4YWC3(51);19,5009;19,2418;20,1568;19,9743;22,4649;22,989;20,9466;22,6336;2,65577;0,00126113;-2,54007;-5,10563;+
D4YWC3(59);22,4403;21,7384;23,933;21,8328;25,8466;25,8495;26,585;26,7227;3,28554;0,000541667;-3,76485;-6,74355;+
D4YWC3(68);21,0613;17,9171;20,3933;21,3056;23,2705;23,6943;25,44;25,5842;2,35648;0,002452;-4,32795;-4,43474;+
D4YWC3(69);18,6294;18,1736;18,6854;19,27;23,8391;24,4358;24,8236;25,3222;5,31452;0;-5,91559;-15,3409;+
D5MCN2(642);20,6012;18,8223;19,3996;21,9045;20,5319;20,6526;18,8036;21,1469;0,0415017;0,862114;-0,101875;-0,119391;
D5MCQ2(258);21,3981;22,3766;22,0579;20,421;20,5478;21,5307;21,1328;21,5937;0,308537;0,3376;0,362148;0,732578;
O17698(246);20,2875;19,6054;21,3499;18,9482;20,9375;21,6223;21,4829;21,7561;1,37881;0,0199683;-1,40196;-2,57943;+
D5SGZ9(55);19,6164;20,7472;18,8844;19,2969;21,5205;21,2703;20,0471;21,9273;1,4688;0,0162694;-1,5551;-2,73461;+
D5SGZ9(7);19,8607;21,7844;19,5964;17,5752;20,9487;21,4707;20,1499;21,3013;0,669161;0,114425;-1,26346;-1,38894;
D5SGZ9(3);20,7988;21,0275;19,3295;18,8729;21,8157;20,2852;20,0402;20,4983;0,438926;0,224525;-0,652672;-0,982101;
D6R8W5(331);21,4353;19,3251;21,4841;18,4386;20,3161;20,9842;20,3432;21,5452;0,324288;0,320793;-0,626443;-0,763824;
D6VPA0(272);22,0731;22,3152;22,4858;22,2023;21,2065;21,7627;21,3279;20,4193;2,0041;0,00564366;1,09001;3,71541;+
D7SFI3(84);21,8938;17,2162;21,0041;19,49;24,4316;23,9425;23,3125;24,263;2,08879;0,00496095;-4,08636;-3,8821;+
D7SFI3(114);24,4046;24,112;23,997;23,4052;26,227;24,6542;25,4407;26,663;1,94553;0,00630039;-1,76649;-3,60221;+
D7SFI3(13);21,9387;21,7323;19,3936;19,951;24,5447;23,395;22,6072;25,6621;1,93171;0,00668315;-3,29833;-3,57576;+
D7SFP5(20);19,7503;20,4103;21,265;20,8852;21,7262;20,711;20,5624;21,7654;0,639732;0,124747;-0,613533;-1,33847;
D7SFP5(70);16,4054;18,4077;21,2229;20,6242;23,706;22,1909;23,5963;24,9782;1,93983;0,00649185;-4,45279;-3,59129;+
D7UU24(368);19,7748;19,8578;19,3836;19,3676;21,4357;21,5622;21,1154;21,7949;4,19708;0;-1,88111;-9,83929;+
D7UU24(370);21,6993;19,5355;17,6714;20,4648;21,117;20,5229;21,2674;20,1553;0,470537;0,203993;-0,922865;-1,03999;
Q9U3I3(603);20,0896;19,7406;19,8324;20,4793;21,8622;21,3348;20,7942;21,663;2,53115;0,0016663;-1,37808;-4,81889;+
D9PTP5(209);19,9042;18,9178;16,2128;17,788;21,4337;21,7804;21,5345;20,2924;1,92177;0,00664719;-3,0546;-3,55678;+
D9PTP5(210);20,4092;19,2159;19,3386;18,297;21,5166;20,873;21,4638;21,4654;2,33679;0,00276954;-2,01452;-4,39265;+
D9PTP5(190);19,6739;20,1947;19,1326;21,3461;21,3184;21,5273;19,7784;21,4255;0,719234;0,0988785;-0,925574;-1,47414;
E0AHE1(13);23,0031;22,3217;24,0063;24,4271;21,6065;20,9979;19,3429;19,9882;2,2684;0,00330864;2,95571;4,2483;+
Q20396(252);26,2846;24,8903;25,8383;25,5543;24,3161;25,6732;23,9149;25,2713;0,846949;0,0690958;0,848002;1,68866;
E1B6S4(182);21,5491;22,9226;24,871;22,5627;23,889;23,8399;23,0734;25,124;0,579638;0,148329;-1,00523;-1,23428;
E1B6U2(28);23,929;24,0364;25,0964;23,1027;24,3535;24,9712;23,8996;24,2175;0,284595;0,363828;-0,319335;-0,684374;
E1B6W0(690);28,5413;28,261;26,5334;22,6261;25,8446;26,025;25,3421;25,8859;0,207539;0,472379;0,716037;0,522417;
E3W743(373);19,4698;19,407;19,8275;17,5268;21,8025;20,4726;20,2842;20,6735;1,51803;0,0146593;-1,75042;-2,82044;+
E3W743(720);20,0074;19,5519;17,5674;20,1372;21,8821;21,6544;21,4855;21,9085;2,14621;0,00408451;-2,41666;-3,99723;+
E3W743(803);20,0883;21,5449;20,3009;19,5996;21,6072;21,6657;21,3307;21,2918;1,3715;0,0203322;-1,09042;-2,56692;+
E3W743(764);18,2948;17,7425;18,9372;20,7214;20,3305;20,9932;21,4088;20,6994;1,51729;0,0148316;-1,93404;-2,81913;+
E3W743(841);20,0467;21,0779;19,7661;20,8193;21,8786;20,6993;20,9927;21,7395;1,1133;0,0368863;-0,899998;-2,13162;+
E3W743(761);21,3542;19,4475;18,4206;21,3112;21,9063;21,5147;21,2479;21,3406;0,946851;0,0540425;-1,36897;-1,85491;
E3W743(1340);19,6761;20,3826;19,1973;18,5781;21,4665;20,0707;20,1552;20,6192;1,18372;0,0310389;-1,11935;-2,24929;+
E3W743(1261);19,756;21,5578;19,0442;19,5797;22,6644;23,7843;22,193;22,1981;2,20466;0,00366182;-2,72555;-4,11628;+
E3W743(1269);24,9955;23,1551;25,5042;22,7257;21,4006;21,4386;19,7826;21,7317;1,99981;0,00570192;3,00673;3,70706;+
E3W743(785);20,4887;20,0819;19,0151;19,1537;21,9082;21,0337;19,571;21,3764;1,09007;0,0389688;-1,28745;-2,09291;+
E3W743(874);21,0101;20,7695;19,9182;20,6416;20,5914;20,4525;20,1791;21,4076;0,0737708;0,767565;-0,0727639;-0,205763;
E3W743(745);24,619;24,5307;24,2829;21,9412;20,797;20,3116;20,9251;20,9698;2,48557;0,00172786;3,09256;4,7167;+
E3W743(369);17,693;20,8738;20,3564;19,5591;26,718;26,0773;25,4879;26,1418;3,90934;0,0004;-6,48564;-8,7518;+
E3W743(971);20,1254;19,8166;20,7007;19,3465;21,5254;21,1544;20,9267;20,7617;1,80209;0,00802268;-1,09472;-3,33173;+
E3W759(44);20,9392;20,129;21,0024;19,7439;21,8049;19,8537;20,9453;21,7305;0,530387;0,170593;-0,629968;-1,14751;
Q21162(96);20,8982;19,6229;19,7787;20,8728;22,3058;22,6852;21,8727;22,7202;2,73899;0,00108344;-2,10284;-5,30336;+
Q21162(35);20,3904;19,6184;18,7218;20,7842;20,8499;21,08;21,2007;20,9649;1,32129;0,0229276;-1,1452;-2,48131;+
Q21162(77);27,0644;26,1601;23,7526;25,3785;25,7603;25,4249;23,5663;24,14;0,443686;0,221831;0,866011;0,990872;
Q21162(69);24,6941;23,3203;22,6984;25,1834;23,3913;24,456;23,8687;24,6581;0,0656845;0,792326;-0,119497;-0,184582;
F5GU98(1033);27,0809;25,4645;23,4729;22,9605;21,9294;21,1839;20,7691;19,6559;1,96618;0,00610228;3,86012;3,64193;+
F5GU98(595);30,9591;30,2948;28,2682;29,8961;27,4886;26,6176;27,2369;27,5002;2,31366;0,00303797;2,64373;4,34351;+
F5GU98(474);25,3941;24,5854;26,4025;23,3723;25,2846;25,0817;25,0791;26,1552;0,276919;0,373105;-0,461554;-0,668728;
F5GU98(989);18,6861;18,8268;20,0567;20,0492;18,3867;20,188;21,0865;21,7958;0,537752;0,167235;-0,959592;-1,16058;
F5GU98(932);18,4593;18,1113;19,8684;20,0161;24,0343;23,8194;23,5306;23,4437;4,0128;0,000218182;-4,59324;-9,12988;+
F5GUH0(79);19,3909;18,9897;19,9869;18,8528;24,9709;23,1514;23,0486;22,3776;3,26529;0,000528455;-4,08205;-6,68538;+
F5GUH0(108);23,1278;23,3311;21,8899;21,1776;21,5557;20,3086;21,5235;20,6784;1,20023;0,0302397;1,36503;2,27696;+
F5GUH0(115);21,5083;20,5109;20,4935;20,2051;22,5926;21,2632;21,0606;20,9212;0,812044;0,0757934;-0,779953;-1,63033;
F5GUH5(198);19,5375;20,9479;20,4123;17,4598;23,9531;23,3923;23,9389;24,3012;2,80089;0,00106631;-4,30697;-5,45387;+
F5GUH5(200);22,6418;22,1889;22,694;23,9997;24,3907;25,1483;22,9269;24,8299;1,21511;0,0293431;-1,44282;-2,30194;+
F5GUH5(169);20,5658;19,7671;19,987;19,5756;21,3442;21,3134;21,0909;21,6567;2,87791;0,000966715;-1,37743;-5,64533;+
F5GUH5(171);23,2363;22,515;23,1371;23,6215;24,7918;24,0526;23,8662;24,7849;2,01458;0,00559677;-1,24638;-3,73584;+
F5GUH5(249);24,5193;23,2254;22,3751;25,3901;24,8412;24,2869;22,2823;24,5663;0,0459458;0,850412;-0,116735;-0,131591;
F5GUH5(251);18,2586;21,1681;17,886;21,283;24,0659;22,9786;24,0144;23,7715;2,28484;0,00308429;-4,05867;-4,28275;+
F5GUH5(311);21,46;19,4497;20,4328;19,4021;21,9476;21,1676;20,9931;20,8271;0,985293;0,0500314;-1,0477;-1,91876;
F5GUH5(313);20,0819;20,4092;21,3217;21,2655;22,2151;22,146;21,1638;21,5174;1,31755;0,0230976;-0,991028;-2,47495;+
F5GUH5(209);19,8339;21,0678;19,5667;19,569;23,201;23,7894;22,8834;23,4414;3,7425;0,000337838;-3,31948;-8,17079;+
F5GUH5(20);19,7619;20,4334;19,9032;19,1691;25,6912;24,1739;23,9608;25,0338;4,30467;0;-4,89805;-10,2759;+
F5GUH5(340);20,2409;20,0189;20,2749;20,0735;23,5463;24,1896;24,8442;24,6486;5,09691;0;-4,15513;-14,0833;+
F5GUH5(351);20,3171;19,7158;19,5914;20,5238;21,3278;20,24;21,4339;21,1663;1,52466;0,0144856;-1,00497;-2,83206;+
F5GUH5(178);19,388;19,3537;19,3861;21,0336;24,2286;22,8323;22,3598;22,8905;2,89809;0,0009838;-3,28745;-5,69629;+
F5GUH5(180);18,3745;19,6509;20,3413;18,3072;20,4903;21,3406;20,9021;21,4988;1,86494;0,00706282;-1,8895;-3,44911;+
F5GUH5(49);21,36;18,7137;20,6125;21,4307;24,6221;22,6941;23,1734;24,0114;2,17118;0,0038968;-3,096;-4,04785;+
F5GUH5(282);23,5736;24,1937;23,8737;27,0151;21,3157;21,6738;21,2577;21,0506;2,2219;0,00369203;3,33956;4,15177;+
F5GUH5(189);19,3578;21,7353;19,9574;18,787;24,0787;23,5214;20,5789;21,9023;1,33935;0,0221441;-2,56097;-2,51204;+
F5GUH5(11);20,6793;19,4896;20,0397;20,6349;24,3011;24,423;24,0321;24,4461;5,0417;0;-4,08967;-13,7802;+
F5GUH5(76);20,3573;20,4227;19,8166;19,3413;23,5908;24,7729;22,405;22,9512;3,03755;0,000709784;-3,44551;-6,0578;+
F5GUH5(87);19,4498;21,7505;18,9672;18,4686;21,4889;19,9562;20,8592;21,3365;0,768705;0,0862727;-1,25119;-1,55762;
F5GUH5(218);19,3317;19,9094;21,0387;21,478;21,7212;20,6641;20,3024;20,2182;0,186129;0,509029;-0,287023;-0,475221;
F5GUH5(40);19,7478;20,2371;19,9606;21,8212;24,3149;24,9323;23,5274;24,1721;3,33126;0,000437768;-3,79502;-6,87641;+
F5GUH5(58);17,1606;19,2172;19,7994;19,4629;24,7838;24,2486;23,2523;24,2731;3,61085;0,000280899;-5,22943;-7,736;+
F5GUH5(123);21,9835;17,8418;20,3553;21,1664;21,5836;21,3959;21,3625;20,7792;0,467348;0,205784;-0,943523;-1,03419;
F5GUH5(136);24,6384;22,5866;22,2145;24,7368;24,8195;24,4743;24,8829;24,9109;0,929296;0,0564242;-1,22783;-1,82574;
F5GUH5(160);20,1652;18,7826;20,4322;19,1907;24,0139;25,7262;24,087;24,8103;3,9721;0,000425532;-5,0167;-8,97946;+
F5GUH5(273);20,6266;18,0197;20,7001;19,9462;21,5486;19,0441;21,2038;21,1828;0,496695;0,188962;-0,921703;-1,0873;
F5GUH5(138);30,3155;30,4575;27,9955;30,4557;26,2942;27,2669;26,2201;26,7304;2,56007;0,00148649;3,17819;4,88446;+
F5GUH5(375);21,2619;20,3575;20,1667;21,0832;25,2559;24,5921;24,1139;25,4178;4,2904;0;-4,1276;-10,217;+
F5GUH5(29);21,8388;19,8537;18,5224;19,157;23,8614;21,9898;21,78;21,6486;1,50342;0,01515;-2,47696;-2,79488;+
F5GUH5(107);22,9495;21,7835;21,0992;22,6169;20,998;20,197;20,649;20,8398;1,72471;0,00922011;1,44133;3,18947;+
F5GUH5(364);20,132;19,4976;20,1909;19,7235;21,243;21,3115;21,3176;21,6266;3,68223;0,000303951;-1,48867;-7,96922;+
F5GUH5(355);20,9535;18,3628;20,4228;21,8979;21,8858;21,7039;21,0757;20,0702;0,39967;0,253283;-0,774644;-0,908961;
F5GUH5(236);18,5039;20,0466;19,8599;19,085;24,3201;23,4805;23,1251;24,4579;4,05516;0,000234146;-4,47204;-9,28878;+
F5GUH5(94);19,5146;20,557;19,3573;19,4604;21,64;21,5059;21,3777;21,8333;3,12551;0,000582734;-1,8669;-6,29453;+
G1K0V8(71);21,4704;17,7626;17,6638;17,1825;21,5168;21,0548;21,4171;21,8029;1,57319;0,0129233;-2,92805;-2,9175;+
G1K0V8(72);21,0907;20,1917;19,918;20,7064;21,6726;21,2205;20,2303;20,611;0,506775;0,18328;-0,45689;-1,10539;
Q1ZXU6(614);27,7863;27,1907;25,4251;27,1543;25,3786;25,5;24,0095;24,7408;1,74712;0,00869136;1,98187;3,23041;+
G3MU14(260);23,9174;22,9295;22,9544;19,6968;21,7757;20,8904;21,044;21,8248;0,470258;0,20394;0,990788;1,03948;
G3MU81(396);24,5105;24,4297;23,8688;23,8909;21,919;21,2958;20,9771;21,4123;4,39818;0;2,7739;10,6696;+
G3MU88(76);21,0901;20,9394;19,8595;19,3134;25,7336;25,1495;24,3956;24,7344;4,0078;0,000217195;-4,70263;-9,1113;+
G3MU88(361);19,3226;19,5512;19,4274;17,0984;20,4205;21,3606;21,379;21,5264;1,96453;0,00609269;-2,32173;-3,63876;+
G4RTI0(155);20,6539;17,3072;19,706;17,1653;21,4576;21,2388;20,9134;20,6735;1,42424;0,0180878;-2,36269;-2,6575;+
G4S034(2016);20,3312;19,4854;18,7793;20,0732;24,4083;23,7789;23,221;24,4655;4,10927;0;-4,30116;-9,49535;+
G4S034(1135);18,8935;20,8898;20,9171;21,3071;24,3139;22,7713;22,3913;23,8995;2,1501;0,00400705;-2,84215;-4,00509;+
G4S034(458);24,1211;23,4561;25,2415;23,6366;21,5146;20,0049;20,6995;21,3432;3,05452;0,000631933;3,22328;6,10292;+
G4S034(461);20,5526;19,6342;21,1369;21,7295;21,1107;20,0929;21,0038;21,5574;0,122743;0,643088;-0,177944;-0,328353;
G4S1A4(58);23,2458;23,8072;24,1225;23,0268;20,6072;21,1066;21,2156;20,2257;3,72294;0,000323625;2,76176;8,10493;+
G4S1A4(210);26,5684;25,2574;24,7388;26,3982;26,4329;26,0387;26,0344;26,2928;0,454873;0,213902;-0,45897;-1,01141;
G4S1A4(130);21,1853;20,6856;20,357;21,3737;21,8729;20,8104;20,7436;21,3789;0,370626;0,278068;-0,301022;-0,853836;
G4S1A4(139);22,4073;21,8101;23,2043;21,6621;23,0217;24,0231;22,0611;22,9017;0,658636;0,11767;-0,730936;-1,37093;
G4S1A4(63);20,0327;20,1123;20,5357;19,1896;22,7148;24,3488;23,1561;24,1173;3,5494;0,00026178;-3,61665;-7,53985;+
G4S1A4(3);25,905;24,3068;23,9566;20,0154;26,2799;24,4639;24,9168;25,7119;0,656242;0,118426;-1,79717;-1,36683;
G4S3P8(307);25,3189;26,5279;25,6915;26,0265;21,945;20,2932;21,4831;21,571;4,32888;0;4,56811;10,3766;+
Q20314(82);23,4777;24,0789;24,4995;23,3749;22,6269;23,2927;23,319;23,1633;1,29981;0,0244142;0,75728;2,44484;+
G4SI07(405);17,3815;18,1687;17,9217;19,6917;21,451;20,3222;20,2979;21,529;2,31223;0,00302913;-2,60911;-4,34048;+
G4SI07(267);19,8415;20,2842;21,4449;21,2217;22,2103;22,8781;21,7519;23,7276;1,83246;0,00740407;-1,9439;-3,38823;+
G4SL51(394);22,4158;23,1109;23,9931;23,6942;24,2604;23,3379;23,185;23,87;0,364972;0,283122;-0,359884;-0,842995;
G4SLH0(5002);21,0937;20,1407;19,0024;21,2089;21,6624;21,6344;21,2428;21,6071;1,1856;0,0309861;-1,17524;-2,25244;+
G4SLH0(5714);20,7891;19,4975;18,3821;21,4322;20,7307;21,3628;21,5333;21,1087;0,824672;0,072697;-1,15863;-1,65145;
G4SLH0(4662);21,9105;18,8955;19,4174;19,6534;21,0008;20,1658;21,0661;20,4059;0,439613;0,224075;-0,690439;-0,983369;
G4SLH0(12613);20,834;21,0116;19,9613;18,7106;21,5501;21,2926;20,0955;21,2368;0,723578;0,0977289;-0,914358;-1,48149;
G4SLH0(4770);20,1276;20,231;20,2956;17,3595;24,6756;24,9582;23,3046;24,5267;3,03623;0,000707438;-4,86285;-6,05429;+
G4SLH0(5877);19,526;18,0778;19,0989;21,8904;20,6738;21,1081;21,2375;21,2773;0,878977;0,0636994;-1,4259;-1,74204;
G4SPY1(23);23,8993;23,0619;24,0711;24,1859;23,1531;22,757;22,1267;22,4916;1,89701;0,00674604;1,17246;3,50968;+
G4SRU7(40);20,4092;18,0831;21,4657;20,9197;23,7449;23,2098;23,0884;23,7137;2,25451;0,00333772;-3,21977;-4,21934;+
G5EBF0(9);18,84;20,65;17,4539;19,2496;21,8743;21,0858;20,4089;20,7261;1,45345;0,017124;-1,9754;-2,70798;+
G5EBF3(141);19,8464;20,2186;19,9733;17,6009;21,6222;21,728;20,5861;21,8745;1,63444;0,0111995;-2,04293;-3,02645;+
G5EBF3(43);18,4318;19,844;21,4777;20,4537;21,0532;21,6956;20,0352;20,8398;0,549694;0,161611;-0,854171;-1,18169;
G5EBF3(46);18,2787;20,4461;21,2092;19,072;23,455;24,2373;24,7791;24,8377;3,10214;0,000570423;-4,57579;-6,23093;+
G5EBF3(58);20,7327;21,6355;18,9978;20,3324;21,9611;21,3805;21,2098;21,6854;1,02263;0,0464372;-1,13454;-1,98077;+
G5EBF3(74);18,9164;19,8234;19,4216;20,4987;21,1975;21,6511;20,5822;20,7137;1,79262;0,00806465;-1,37112;-3,31418;+
G5EBF3(88);18,9492;19,684;21,4813;21,0635;21,9252;19,6717;21,1063;21,9147;0,494774;0,190104;-0,859985;-1,08384;
G5EBF3(27);20,4647;20,069;17,7992;18,0776;21,7645;20,2882;21,2943;21,2632;1,47475;0,0160525;-2,04992;-2,74493;+
G5EBF3(21);20,8016;19,8737;21,1281;21,3161;20,8121;20,7529;21,4274;21,6308;0,431304;0,229796;-0,375975;-0,968014;
G5EBF3(130);19,1335;21,2522;18,9884;19,3179;24,4516;25,1078;22,7493;24,5943;3,08118;0,000560554;-4,55276;-6,17435;+
G5EBF3(134);19,483;18,9951;20,6263;19,4154;22,7501;22,0748;21,4898;21,7759;2,78637;0,00105489;-2,3927;-5,41829;+
G5EBF3(79);20,403;21,1487;20,2297;20,6373;24,8074;23,0524;25,3027;24,0903;3,38267;0,000460497;-3,70852;-7,0283;+
G5EBF4(346);20,7393;18,3722;18,8534;20,2221;21,5367;21,3016;20,0446;21,4012;1,22707;0,0284934;-1,52427;-2,32205;+
G5EGE0(1033);20,0921;21,0957;20,3984;17,8809;21,2185;21,7853;20,1388;20,1428;0,550988;0,160954;-0,954584;-1,18397;
G5EBI0(163);24,9342;23,6184;23,9278;26,5276;21,9057;21,5987;21,3714;21,2052;2,52541;0,00166446;3,23174;4,80595;+
G5EBJ9(424);18,8404;19,6749;20,508;21,8597;23,1674;23,3677;23,2818;22,7638;2,36287;0,00245691;-2,92444;-4,44844;+
G5EBJ9(223);19,6938;19,0997;19,0914;21,8779;21,3416;21,1391;21,48;20,0488;0,699701;0,105535;-1,06165;-1,441;
G5EBJ9(271);20,4306;17,6989;20,4288;18,9032;24,2681;23,1841;22,3947;22,4993;2,48325;0,001726;-3,72119;-4,71155;+
G5EBJ9(414);19,5247;19,7062;20,8678;20,5808;22,6732;21,1213;21,5895;22,9826;1,89317;0,0068057;-1,92179;-3,50241;+
G5EBJ9(45);21,9906;20,0712;21,4309;20,8944;23,5789;24,285;22,4546;23,5509;2,27371;0,00331494;-2,37056;-4,25942;+
G5EBK3(318);20,4479;21,6142;20,6203;21,4779;21,6034;19,3882;21,5096;20,6677;0,161106;0,55951;0,247876;0,418612;
G5EBK3(324);18,8732;18,403;19,5413;19,3917;20,5666;21,6708;19,6379;20,9876;1,80614;0,00785724;-1,66342;-3,33925;+
G5EBK3(402);20,7056;17,2417;21,3314;19,6897;22,0414;22,4527;23,6491;22,9414;1,69938;0,00981061;-3,02906;-3,14342;+
G5EBK3(308);20,7719;19,8037;18,3326;19,4403;21,0367;20,5302;20,1415;20,5028;0,914037;0,0582595;-0,965662;-1,80038;
G5EBK3(375);20,1364;20,4175;19,3653;21,0582;21,2085;21,0591;20,9963;20,2306;0,747423;0,09142;-0,629261;-1,52178;
G5EBK3(164);24,3715;24,243;24,0145;22,0918;24,7073;23,1133;23,0435;23,5366;0,0422692;0,860713;0,0800314;0,121505;
G5EBK3(501);19,9267;19,791;20,0202;18,9135;23,5875;21,9107;21,0406;20,3659;1,49682;0,0153261;-2,06333;-2,78336;+
G5EBN9(17);24,5384;24,4112;23,6539;24,6609;23,8659;24,7048;23,3227;24,0122;0,413066;0,243558;0,339721;0,934087;
G5EBN9(582);26,1708;23,3685;23,7665;23,8778;25,9906;25,9242;23,6213;24,8253;0,416413;0,241653;-0,794404;-0,940337;
G5EBN9(15);21,1614;21,112;19,9778;19,9686;20,8053;21,5073;20,1295;21,6281;0,42557;0,233802;-0,462576;-0,957381;
G5EBN9(593);23,9321;23,7038;23,6946;19,8164;20,6856;20,5082;20,243;21,8276;0,958582;0,0528189;1,97061;1,8744;
G5EBP5(373);24,9753;24,1424;24,1169;21,6935;26,2538;25,577;26,0814;25,9897;1,67803;0,0100679;-2,24343;-3,10478;+
G5EBP5(389);18,5561;19,3563;21,2686;19,406;21,0085;21,7099;20,557;21,0506;1,21854;0,0289828;-1,43474;-2,3077;+
G5EBP5(374);24,0705;23,7277;23,6244;20,7242;25,0281;24,1843;24,95;24,304;1,00957;0,0477852;-1,57992;-1,95908;+
G5EBP5(380);20,5859;20,5746;20,1095;20,8127;26,7447;26,3103;23,9424;25,7959;3,7412;0,00033557;-5,17767;-8,16641;+
G5EBP5(382);23,117;24,6623;22,7271;26,432;27,7733;27,5001;28,3887;27,8353;2,25228;0,00336961;-3,63973;-4,21469;+
G5EBP5(2302);17,7295;19,5617;18,8673;20,3713;21,7477;21,4868;21,4049;20,6867;1,96602;0,00609748;-2,19906;-3,64163;+
G5EBP5(466);22,8857;23,4533;25,3079;24,5965;21,288;21,417;20,6863;21,7419;2,48167;0,00172043;2,77758;4,70803;+
G5EBP5(2148);20,9025;17,1138;17,6776;19,0682;23,3866;23,7994;22,0614;23,673;2,55052;0,0015578;-4,53957;-4,86275;+
G5EBP5(2595);21,8229;20,6663;18,7706;21,3223;20,961;21,6721;21,2757;21,2733;0,421733;0,237428;-0,649986;-0,95025;
G5EBP5(450);25,1599;24,7137;24,3574;21,7608;28,2694;28,119;28,5132;28,1142;2,83272;0,0011021;-4,25599;-5,53242;+
G5EBP5(451);22,3202;24,9183;24,3574;21,6681;27,1332;27,3803;27,4963;28,1142;2,69617;0,0011194;-4,21497;-5,20098;+
G5EBP5(457);21,5098;20,2862;19,9587;21,6619;26,5347;28,7308;27,0707;27,6074;4,34248;0;-6,63176;-10,4335;+
G5EBR3(393);19,3841;20,7528;20,2398;20,9472;19,5264;21,1799;19,443;21,2497;0,0103597;0,965008;-0,0187807;-0,0307999;
G5EBR3(400);19,6998;21,5165;19,8713;18,596;21,1427;21,4957;19,7069;21,6229;0,696656;0,106393;-1,07115;-1,43582;
G5EBT8(502);19,8348;19,9084;21,2581;19,1209;20,8112;21,7902;20,6077;21,2483;1,0915;0,0388315;-1,08383;-2,09529;+
G5EBV4(134);21,1196;20,609;18,8315;19,545;24,8851;23,4976;21,5339;23,4771;2,07791;0,00496377;-3,32215;-3,86048;+
Q965J2(370);25,4417;25,3699;25,5377;25,8971;24,3848;22,6233;23,2778;23,1648;2,88942;0,000976608;2,19893;5,67436;+
G5EBY4(5);19,898;19,4056;19,1515;18,8752;21,4714;21,0593;21,2977;21,8109;3,60814;0,000280112;-2,07727;-7,72727;+
G5EBY6(95);19,9684;17,8388;19,9714;18,7165;21,8599;21,6977;18,6242;20,6404;0,878513;0,0637876;-1,58177;-1,74127;
G5EBZ4(1639);21,5264;20,3428;19,6379;19,8619;21,144;20,6935;20,6551;21,3131;0,645213;0,122827;-0,609196;-1,3479;
G5EC03(588);19,653;20,4847;20,6261;20,139;21,5194;21,779;21,3128;21,7596;2,86904;0,00095977;-1,36702;-5,62304;+
G5EC05(772);19,5488;19,2049;20,2526;20,0838;21,6427;21,4681;20,7721;20,5362;1,99677;0,005728;-1,33227;-3,70115;+
G5EC10(58);21,4962;18,8116;20,6911;20,2831;21,6074;21,689;20,9212;21,6027;0,987064;0,0498463;-1,13456;-1,9217;+
G5EC10(60);19,9357;21,354;19,8882;18,3009;21,1133;20,9118;18,6763;21,4743;0,321597;0,323782;-0,674242;-0,75851;
G5EC43(577);24,081;24,1122;22,3582;23,7767;19,8222;20,4283;20,4707;21,3887;2,94224;0,000867176;3,05455;5,80894;+
I2HAI6(177);23,1235;23,8276;20,9846;22,8769;24,4857;23,4194;23,5799;24,5716;0,996007;0,049013;-1,31105;-1,93655;+
I2HAI6(91);17,2123;19,4656;18,3833;20,1275;21,4504;21,6637;20,3495;21,7755;1,89202;0,0068006;-2,51259;-3,50022;+
I2HAI6(8);21,3666;19,0989;20,8765;20,9251;20,9155;20,3982;20,5611;21,7866;0,239622;0,423209;-0,348557;-0,591239;
G5EC78(67);21,3932;21,3369;18,8898;18,8477;21,0041;21,5832;19,8912;21,7884;0,523235;0,174448;-0,949828;-1,13479;
G5EC78(58);19,8604;20,1552;21,3141;19,7023;27,0013;26,9928;27,2927;27,0071;5,77137;0;-6,81545;-18,3408;+
G5EC78(18);20,8576;20,0159;20,019;21,3414;21,7372;20,8747;20,491;21,4311;0,63869;0,125203;-0,575014;-1,33668;
G5EC86(246);20,8734;20,1885;21,2472;19,0985;22,6007;23,8373;23,7527;23,0802;2,75434;0,00102471;-2,96582;-5,34042;+
G5EC91(115);27,0865;26,373;25,1141;20,333;23,8691;22,9328;23,3076;23,9794;0,333608;0,311622;1,20444;0,782151;
G5EC91(102);21,0856;20,7797;20,3832;19,6905;21,7213;20,9818;20,0789;21,1964;0,513674;0,179475;-0,509836;-1,11774;
G5EC97(108);24,862;23,8965;22,398;25,172;23,013;22,4674;22,7652;23,116;0,99799;0,0488605;1,24175;1,93984;+
G5EC97(433);20,3394;20,2399;18,1657;19,7275;25,3914;24,7043;23,1033;24,1085;3,28596;0,000542797;-4,70879;-6,74476;+
G5EC97(208);20,3227;21,5447;20,2103;19,3182;24,1133;24,1879;24,7665;24,2835;3,78035;0,000350877;-3,98881;-8,29959;+
G5EC98(320);21,4668;20,3878;20,4505;21,3727;20,7447;21,5255;21,4417;21,4835;0,50523;0,183993;-0,379372;-1,10262;
G5ECC7(202);19,9846;18,3819;20,546;19,2479;24,1174;24,6742;24,1923;24,4453;4,21755;0;-4,81721;-9,92105;+
