Leading.proteins.Positions.within.proteins;log2 eat2_d15_01;log2 eat2_d15_02;log2 eat2_d15_03;log2 eat2_d15_04;log2 N2_d15_01;log2 N2_d15_02;log2 N2_d15_03;log2 N2_d15_04; -Log Student's T-test p-value eat2_d15_N2_d15;Student's T-test q-value  eat2_d15_N2_d15; Student's T-test Difference  eat2_d15_N2_d15;Student's T-test Test statistic  eat2_d15_N2_d15;Sign p-val: 0.05 
D4YWC3(68);26,3976;23,2654;24,2041;23,7284;21,0613;17,9171;20,3933;21,3056;2,18073;0,00727101;4,22953;4,06731;+
D4YWC3(69);22,0872;20,3755;21,199;21,0296;18,6294;18,1736;18,6854;19,27;2,99149;0,00279208;2,48325;5,93655;+
D5MCN2(642);20,7793;19,1281;18,2763;20,6026;20,6012;18,8223;19,3996;21,9045;0,212556;0,504324;-0,485322;-0,533325;
D5MCQ2(258);23,4853;24,8378;25,0097;24,0681;21,3981;22,3766;22,0579;20,421;2,60726;0,00368734;2,7868;4,9927;+
O17698(246);22,1082;23,4655;25,0932;23,4196;20,2875;19,6054;21,3499;18,9482;2,3186;0,00540984;3,47389;4,35397;+
D5SGZ9(55);25,0401;23,4298;22,9621;21,7778;19,6164;20,7472;18,8844;19,2969;2,46516;0,00453725;3,66623;4,67141;+
D5SGZ9(7);21,6599;21,139;21,8208;20,6356;19,8607;21,7844;19,5964;17,5752;0,904483;0,0869941;1,60964;1,78449;
D5SGZ9(3);22,1737;27,9752;27,8341;27,1099;20,7988;21,0275;19,3295;18,8729;2,26271;0,00606145;6,26604;4,23644;+
D6R8W5(331);21,4111;19,8683;20,5899;20,0127;21,4353;19,3251;21,4841;18,4386;0,134252;0,646817;0,299734;0,35591;
D6VPA0(272);24,6351;22,9607;23,1795;24,7299;22,0731;22,3152;22,4858;22,2023;1,82576;0,0134281;1,6072;3,37573;+
D7SFI3(84);21,7864;20,9101;20,8262;20,7634;21,8938;17,2162;21,0041;19,49;0,511361;0,222296;1,1705;1,1136;
D7SFI3(114);22,043;20,7618;20,7598;21,2172;24,4046;24,112;23,997;23,4052;3,5576;0,00154839;-2,78427;-7,56579;+
D7SFI3(13);21,2841;21,0327;20,8541;21,3301;21,9387;21,7323;19,3936;19,951;0,231931;0,475762;0,371323;0,574935;
D7SFP5(20);20,7459;21,1784;20,0593;20,0774;19,7503;20,4103;21,265;20,8852;0,0515454;0,848255;-0,0624642;-0,146817;
D7SFP5(70);21,7601;19,6512;21,4424;20,87;16,4054;18,4077;21,2229;20,6242;0,721184;0,132573;1,7659;1,47744;
D7UU24(368);21,0685;20,3292;21,7643;19,8816;19,7748;19,8578;19,3836;19,3676;1,44031;0,0271509;1,16498;2,68524;+
D7UU24(370);21,1658;20,3953;20,8076;21,2648;21,6993;19,5355;17,6714;20,4648;0,573216;0,191761;1,0656;1,22304;
Q9U3I3(603);21,3365;20,1142;21,5621;20,1326;20,0896;19,7406;19,8324;20,4793;0,907792;0,0863697;0,750866;1,78999;
D9PTP5(209);21,1895;21,3824;20,7794;20,8273;19,9042;18,9178;16,2128;17,788;1,90422;0,0119672;2,83895;3,52336;+
D9PTP5(210);21,9078;21,0749;20,6752;21,6477;20,4092;19,2159;19,3386;18,297;2,10351;0,00834941;2,01123;3,91143;+
D9PTP5(190);23,4527;23,6869;25,4489;23,7594;19,6739;20,1947;19,1326;21,3461;3,044;0,00266207;4,00019;6,0749;+
E0AHE1(13);21,3898;18,491;20,1687;19,5341;23,0031;22,3217;24,0063;24,4271;2,42895;0,00477293;-3,54366;-4,59171;+
Q20396(252);26,3412;24,9138;25,5935;25,8107;26,2846;24,8903;25,8383;25,5543;0,0187417;0,942829;0,0229421;0,0552102;
E1B6S4(182);20,6296;20,8935;19,8945;21,0667;21,5491;22,9226;24,871;22,5627;1,71702;0,0164346;-2,35529;-3,17546;+
E1B6U2(28);24,3201;24,1817;24,6763;23,9232;23,929;24,0364;25,0964;23,1027;0,21319;0,503429;0,234209;0,5347;
E1B6W0(690);24,9578;24,3201;24,1971;22,7185;28,5413;28,261;26,5334;22,6261;0,849543;0,0990665;-2,44205;-1,69298;
E3W743(373);21,9386;23,4778;24,4359;24,2272;19,4698;19,407;19,8275;17,5268;2,94396;0,00308772;4,46209;5,81338;+
E3W743(720);19,5082;20,8382;21,6014;21,2696;20,0074;19,5519;17,5674;20,1372;1,02062;0,0669367;1,48841;1,97744;
E3W743(803);20,0967;20,5342;21,3376;19,9676;20,0883;21,5449;20,3009;19,5996;0,0695051;0,800388;0,100583;0,194626;
E3W743(764);21,0965;20,3727;20,8975;19,7538;18,2948;17,7425;18,9372;20,7214;1,18513;0,0454533;1,60614;2,25164;+
E3W743(841);20,3161;20,8165;18,9292;21,2438;20,0467;21,0779;19,7661;20,8193;0,0605736;0,822345;-0,101107;-0,171041;
E3W743(761);22,7731;22,9649;23,0483;23,8142;21,3542;19,4475;18,4206;21,3112;2,13546;0,00804784;3,01674;3,97553;+
E3W743(1340);19,8778;19,6808;20,2872;19,5568;19,6761;20,3826;19,1973;18,5781;0,420737;0,280983;0,392102;0,948396;
E3W743(1261);20,3463;20,7011;20,9954;19,0019;19,756;21,5578;19,0442;19,5797;0,150756;0,613685;0,276788;0,394698;
E3W743(1269);23,3805;21,5589;22,1562;23,5521;24,9955;23,1551;25,5042;22,7257;0,865444;0,0950091;-1,43317;-1,7195;
E3W743(785);21,6621;20,3521;21,3111;21,1318;20,4887;20,0819;19,0151;19,1537;1,70886;0,0168576;1,4294;3,16062;+
E3W743(874);20,8658;19,8694;20,6688;19,3774;21,0101;20,7695;19,9182;20,6416;0,410107;0,288564;-0,389514;-0,928553;
E3W743(745);21,0205;21,1301;19,5903;20,2084;24,619;24,5307;24,2829;21,9412;2,42011;0,00475217;-3,35614;-4,57237;+
E3W743(369);27,0915;24,7179;25,0206;26,8758;17,693;20,8738;20,3564;19,5591;3,29919;0,00234783;6,30586;6,78301;+
E3W743(971);20,9259;19,2507;20,5517;20,661;20,1254;19,8166;20,7007;19,3465;0,315049;0,372344;0,350016;0,745539;
E3W759(44);20,5132;20,7883;21,8488;21,4643;20,9392;20,129;21,0024;19,7439;0,799719;0,110143;0,700013;1,60969;
Q21162(96);22,0285;24,4394;23,5579;22,3935;20,8982;19,6229;19,7787;20,8728;2,30584;0,00553721;2,81165;4,32697;+
Q21162(35);23,2265;25,4416;24,7661;24,9221;20,3904;19,6184;18,7218;20,7842;3,42195;0,00234694;4,71037;7,14617;+
Q21162(77);24,9493;23,3104;23,4371;24,8981;27,0644;26,1601;23,7526;25,3785;0,870788;0,0939247;-1,44017;-1,7284;
Q21162(69);23,992;22,54;24,1117;23,0936;24,6941;23,3203;22,6984;25,1834;0,333349;0,354372;-0,539726;-0,781643;
F5GU98(1033);21,3846;20,9293;21,5155;21,2786;27,0809;25,4645;23,4729;22,9605;1,95869;0,010968;-3,46771;-3,6275;+
F5GU98(595);26,8549;23,2062;22,7867;23,1564;30,9591;30,2948;28,2682;29,8961;2,71827;0,00355792;-5,85349;-5,25366;+
F5GU98(474);21,6217;21,2926;20,385;20,6937;25,3941;24,5854;26,4025;23,3723;2,87282;0,0031237;-3,94035;-5,63252;+
F5GU98(989);20,8656;21,1248;20,5603;20,9503;18,6861;18,8268;20,0567;20,0492;2,01528;0,00986828;1,47056;3,73719;+
F5GU98(932);20,4508;19,8037;19,5303;21,0572;18,4593;18,1113;19,8684;20,0161;0,943563;0,0795916;1,09672;1,84945;
F5GUH0(79);21,3352;19,8311;20,9052;21,5067;19,3909;18,9897;19,9869;18,8528;1,89148;0,012124;1,58949;3,49921;+
F5GUH0(108);23,0706;24,9485;25,6519;24,0355;23,1278;23,3311;21,8899;21,1776;1,44536;0,026848;2,04504;2,69398;+
F5GUH0(115);24,4989;24,3886;24,4009;25,7436;21,5083;20,5109;20,4935;20,2051;4,07441;0,00115217;4,07854;9,36182;+
F5GUH5(198);22,3971;21,7024;23,008;23,2716;19,5375;20,9479;20,4123;17,4598;1,92646;0,0114842;3,0054;3,56572;+
F5GUH5(200);24,7102;23,6755;24,8627;25,3188;22,6418;22,1889;22,694;23,9997;1,82473;0,0134602;1,76067;3,37381;+
F5GUH5(169);23,3103;23,708;22,3517;22,6862;20,5658;19,7671;19,987;19,5756;3,73815;0,00114286;3,04016;8,15609;+
F5GUH5(171);26,8608;26,5936;26,7202;26,0229;23,2363;22,515;23,1371;23,6215;4,61647;0,00214085;3,42188;11,6429;+
F5GUH5(249);26,9483;24,938;24,9145;24,8782;24,5193;23,2254;22,3751;25,3901;0,933391;0,0814681;1,54227;1,83255;
F5GUH5(251);21,0351;20,2858;21,4442;21,1238;18,2586;21,1681;17,886;21,283;0,674894;0,149246;1,32327;1,39874;
F5GUH5(311);28,0274;23,7744;23,6518;23,4601;21,46;19,4497;20,4328;19,4021;2,03307;0,00957469;4,5423;3,77202;+
F5GUH5(313);23,6029;25,8141;26,6963;25,9984;20,0819;20,4092;21,3217;21,2655;3,18247;0,0025165;4,75838;6,45156;+
F5GUH5(209);25,3681;21,7453;22,5474;24,1038;19,8339;21,0678;19,5667;19,569;2,08983;0,00866065;3,4318;3,88415;+
F5GUH5(20);26,5153;25,2969;25,8824;25,8314;19,7619;20,4334;19,9032;19,1691;5,55273;0,004;6,0646;16,8407;+
F5GUH5(340);24,3787;26,0296;26,4646;26,0389;20,2409;20,0189;20,2749;20,0735;4,6891;0,00257627;5,5759;11,9845;+
F5GUH5(351);23,1722;23,9112;24,355;23,9757;20,3171;19,7158;19,5914;20,5238;4,55791;0,00187654;3,8165;11,3741;+
F5GUH5(178);26,761;25,4641;26,1456;26,293;19,388;19,3537;19,3861;21,0336;4,87739;0,00213333;6,37556;12,9141;+
F5GUH5(180);21,7264;21,281;20,3229;20,8425;18,3745;19,6509;20,3413;18,3072;1,74247;0,0157098;1,87472;3,2219;+
F5GUH5(49);26,333;24,2896;25,0401;24,7787;21,36;18,7137;20,6125;21,4307;3,00052;0,0027291;4,58113;5,96018;+
F5GUH5(282);21,3451;20,6661;20,8898;20,8606;23,5736;24,1937;23,8737;27,0151;2,43977;0,00471965;-3,72359;-4,61544;+
F5GUH5(189);20,9158;20,159;21,4155;20,014;19,3578;21,7353;19,9574;18,787;0,409929;0,288595;0,666672;0,92822;
F5GUH5(11);27,0649;24,9231;24,3599;24,0368;20,6793;19,4896;20,0397;20,6349;3,24523;0,00229388;4,88529;6,62816;+
F5GUH5(76);24,4286;23,9994;24,3944;22,7156;20,3573;20,4227;19,8166;19,3413;3,75379;0,00117216;3,90002;8,20905;+
F5GUH5(87);24,732;24,358;25,4216;23,9287;19,4498;21,7505;18,9672;18,4686;3,11156;0,00258394;4,95106;6,2565;+
F5GUH5(218);21,5297;21,0369;19,7435;19,9986;19,3317;19,9094;21,0387;21,478;0,0759552;0,784855;0,137763;0,211435;
F5GUH5(40);26,5965;25,0261;25,2502;25,5303;19,7478;20,2371;19,9606;21,8212;3,92786;0,00127778;5,15911;8,81846;+
F5GUH5(58);24,3152;23,0867;22,4724;22,8281;17,1606;19,2172;19,7994;19,4629;2,99554;0,00280132;4,26558;5,94715;+
F5GUH5(123);25,9723;27,2508;26,7559;26,2842;21,9835;17,8418;20,3553;21,1664;3,24926;0,00229857;6,22906;6,63962;+
F5GUH5(136);20,1419;20,5963;21,7582;21,4694;24,6384;22,5866;22,2145;24,7368;1,80786;0,0138729;-2,55263;-3,34244;+
F5GUH5(160);23,9597;24,7906;24,6239;23,1529;20,1652;18,7826;20,4322;19,1907;3,78254;0,00120301;4,48912;8,30711;+
F5GUH5(273);23,0337;22,7188;24,1464;23,4974;20,6266;18,0197;20,7001;19,9462;2,63444;0,00363131;3,52591;5,05576;+
F5GUH5(138);26,6691;24,6571;24,7509;23,2271;30,3155;30,4575;27,9955;30,4557;2,76108;0,00325311;-4,98005;-5,35674;+
F5GUH5(375);26,1573;22,5932;23,1238;22,2627;21,2619;20,3575;20,1667;21,0832;1,63295;0,0186939;2,81692;3,02379;+
F5GUH5(29);24,5338;23,5819;25,6041;23,5794;21,8388;19,8537;18,5224;19,157;2,687;0,00369231;4,4818;5,17923;+
F5GUH5(107);24,8574;23,4775;25,0688;22,9989;22,9495;21,7835;21,0992;22,6169;1,63082;0,0187435;1,98839;3,01996;+
F5GUH5(364);20,4629;19,7544;21,6315;19,6563;20,132;19,4976;20,1909;19,7235;0,454934;0,256399;0,490261;1,01152;
F5GUH5(355);22,4641;23,5171;24,6332;22,697;20,9535;18,3628;20,4228;21,8979;1,76639;0,0149893;2,9186;3,26579;+
F5GUH5(236);25,5136;23,8297;22,6928;25,011;18,5039;20,0466;19,8599;19,085;3,28529;0,00229299;4,8879;6,74284;+
F5GUH5(94);21,4835;20,3747;20,4082;21,4701;19,5146;20,557;19,3573;19,4604;1,55346;0,0222546;1,21177;2,88267;+
G1K0V8(71);21,8438;20,0385;19,2465;20,5168;21,4704;17,7626;17,6638;17,1825;0,836951;0,102055;1,89158;1,67197;
G1K0V8(72);21,0412;19,3657;20,5122;21,4351;21,0907;20,1917;19,918;20,7064;0,0773467;0,781312;0,111836;0,215037;
Q1ZXU6(614);26,617;28,0607;27,7717;27,6807;27,7863;27,1907;25,4251;27,1543;0,489385;0,234761;0,64341;1,07413;
G3MU14(260);20,5402;21,5489;20,6184;20,6828;23,9174;22,9295;22,9544;19,6968;0,796922;0,110747;-1,52694;-1,605;
G3MU81(396);21,0378;19,7004;21,3837;20,2623;24,5105;24,4297;23,8688;23,8909;3,86508;0,00115966;-3,57892;-8,59428;+
G3MU88(76);25,6764;26,2766;25,2539;27,2704;21,0901;20,9394;19,8595;19,3134;4,11231;0,00121143;5,81871;9,50707;+
G3MU88(361);22,9032;25,4098;25,2602;26,7061;19,3226;19,5512;19,4274;17,0984;3,13309;0,00265169;6,21993;6,31525;+
G4RTI0(155);21,1913;20,4608;21,2906;20,8532;20,6539;17,3072;19,706;17,1653;1,33946;0,0333888;2,24087;2,51222;+
G4S034(2016);21,9251;20,0503;21,4131;19,8407;20,3312;19,4854;18,7793;20,0732;0,944621;0,0792962;1,14003;1,8512;
G4S034(1135);24,1975;20,5258;22,0918;23,4809;18,8935;20,8898;20,9171;21,3071;1,10744;0,0540545;2,0721;2,12185;
G4S034(458);21,2161;17,4424;21,0169;20,5315;24,1211;23,4561;25,2415;23,6366;2,24224;0,00617861;-4,06212;-4,19384;+
G4S034(461);21,2868;20,4063;21,3809;20,4732;20,5526;19,6342;21,1369;21,7295;0,0867851;0,757346;0,123519;0,239257;
G4S1A4(58);20,9749;21,1936;18,246;21,6419;23,2458;23,8072;24,1225;23,0268;2,02394;0,00972672;-3,03642;-3,75413;+
G4S1A4(210);20,4105;20,225;20,922;19,8277;26,5684;25,2574;24,7388;26,3982;4,43671;0,00142056;-5,3944;-10,8358;+
G4S1A4(130);20,7575;21,045;20,0703;19,6645;21,1853;20,6856;20,357;21,3737;0,628057;0,166633;-0,516103;-1,31836;
G4S1A4(139);21,3058;21,1954;20,0281;19,7989;22,4073;21,8101;23,2043;21,6621;1,74364;0,0157451;-1,68888;-3,22404;+
G4S1A4(63);21,0707;20,0703;21,6791;21,6224;20,0327;20,1123;20,5357;19,1896;1,30006;0,0354913;1,14305;2,44527;+
G4S1A4(3);20,8517;21,3959;21,2816;20,3051;25,905;24,3068;23,9566;20,0154;1,05173;0,0621964;-2,5874;-2,02913;
G4S3P8(307);21,3145;20,3924;20,6135;21,2163;25,3189;26,5279;25,6915;26,0265;5,1972;0,004;-5,007;-14,6502;+
Q20314(82);21,7567;21,5087;20,7334;21,5691;23,4777;24,0789;24,4995;23,3749;3,40444;0,00229426;-2,46578;-7,09341;+
G4SI07(405);21,4758;20,5714;21,023;20,5831;17,3815;18,1687;17,9217;19,6917;2,54906;0,00383393;2,62243;4,85942;+
G4SI07(267);21,5975;20,3775;21,3099;21,6495;19,8415;20,2842;21,4449;21,2217;0,510716;0,222738;0,53554;1,11245;
G4SL51(394);20,6406;21,4308;21,3943;20,668;22,4158;23,1109;23,9931;23,6942;2,82789;0,00322093;-2,27006;-5,52045;+
G4SLH0(5002);19,6536;20,1357;20,188;20,6883;21,0937;20,1407;19,0024;21,2089;0,13254;0,650342;-0,195021;-0,351837;
G4SLH0(5714);20,4811;21,1149;18,6789;21,4028;20,7891;19,4975;18,3821;21,4322;0,166628;0,581387;0,394175;0,431247;
G4SLH0(4662);20,4948;21,1327;20,4976;20,7944;21,9105;18,8955;19,4174;19,6534;0,511257;0,222314;0,760697;1,11341;
G4SLH0(12613);21,0621;21,344;21,2815;21,2308;20,834;21,0116;19,9613;18,7106;1,08184;0,0578164;1,10022;2,07921;
G4SLH0(4770);25,8015;26,1338;27,8057;28,1513;20,1276;20,231;20,2956;17,3595;3,71019;0,00110727;7,46965;8,06222;+
G4SLH0(5877);22,0813;20,3171;20,6802;20,4823;19,526;18,0778;19,0989;21,8904;0,661926;0,153749;1,24197;1,37657;
G4SPY1(23);22,3323;24,7163;25,4314;23,9657;23,8993;23,0619;24,0711;24,1859;0,166694;0,581278;0,30686;0,431396;
G4SRU7(40);21,9204;20,5561;19,6473;21,6818;20,4092;18,0831;21,4657;20,9197;0,344262;0,344098;0,73199;0,802958;
G5EBF0(9);21,7004;22,5378;23,341;23,3482;18,84;20,65;17,4539;19,2496;2,52617;0,00401867;3,68348;4,80766;+
G5EBF3(141);27,3892;23,0048;22,2044;22,5566;19,8464;20,2186;19,9733;17,6009;1,74749;0,0158163;4,37896;3,2311;+
G5EBF3(43);27,9958;29,1259;27,9943;29,1184;18,4318;19,844;21,4777;20,4537;4,67127;0,0024918;8,50682;11,8998;+
G5EBF3(46);27,4315;27,0833;26,0691;27,699;18,2787;20,4461;21,2092;19,072;4,17386;0,00130061;7,31924;9,74726;+
G5EBF3(58);26,8293;24,4629;24,8163;24,2459;20,7327;21,6355;18,9978;20,3324;2,93126;0,0030875;4,66398;5,78078;+
G5EBF3(74);22,3019;26,8085;25,9655;24,327;18,9164;19,8234;19,4216;20,4987;2,58739;0,00377914;5,18571;4,94693;+
G5EBF3(88);27,4312;25,4729;25,7257;25,2647;18,9492;19,684;21,4813;21,0635;3,49578;0,00191826;5,67913;7,37207;+
G5EBF3(27);22,9062;20,7042;19,3883;20,0104;20,4647;20,069;17,7992;18,0776;0,800168;0,110005;1,64964;1,61044;
G5EBF3(21);21,4219;19,8419;21,0735;19,0517;20,8016;19,8737;21,1281;21,3161;0,2828;0,407893;-0,432607;-0,680725;
G5EBF3(130);24,4716;23,2671;22,2498;23,0638;19,1335;21,2522;18,9884;19,3179;2,66061;0,00367775;3,59008;5,11698;+
G5EBF3(134);26,2201;25,1668;24,6933;24,2404;19,483;18,9951;20,6263;19,4154;4,21631;0,00141333;5,45018;9,91609;+
G5EBF3(79);23,3287;25,3207;25,8379;24,261;20,403;21,1487;20,2297;20,6373;3,33081;0,00242152;4,08239;6,87509;+
G5EBF4(346);21,3204;21,101;21,485;19,6857;20,7393;18,3722;18,8534;20,2221;1,00308;0,0692333;1,35126;1,9483;
G5EGE0(1033);21,8123;20,4366;21,4944;20,6818;20,0921;21,0957;20,3984;17,8809;0,803119;0,109338;1,23949;1,61538;
G5EBI0(163);24,3373;25,4892;24,8489;24,4332;24,9342;23,6184;23,9278;26,5276;0,0120052;0,962435;0,0251374;0,0356269;
G5EBJ9(424);21,3136;19,6528;21,2419;20,4213;18,8404;19,6749;20,508;21,8597;0,234146;0,47275;0,43664;0,579644;
G5EBJ9(223);20,8737;21,1848;20,5911;21,5465;19,6938;19,0997;19,0914;21,8779;0,794718;0,110999;1,10833;1,6013;
G5EBJ9(271);21,2497;21,4922;21,5901;21,3153;20,4306;17,6989;20,4288;18,9032;1,659;0,0176956;2,04641;3,07051;+
G5EBJ9(414);21,1165;21,4996;20,9996;21,6522;19,5247;19,7062;20,8678;20,5808;1,71262;0,0166235;1,14708;3,16745;+
G5EBJ9(45);21,1237;21,0945;20,1543;19,9623;21,9906;20,0712;21,4309;20,8944;0,451474;0,258635;-0,513065;-1,00518;
G5EBK3(318);21,4374;20,2198;21,2326;20,7635;20,4479;21,6142;20,6203;21,4779;0,117706;0,683496;-0,126731;-0,316155;
G5EBK3(324);21,965;20,403;20,8863;21,0408;18,8732;18,403;19,5413;19,3917;2,54299;0,00385882;2,02147;4,84567;+
G5EBK3(402);21,7143;20,2563;21,8184;21,1028;20,7056;17,2417;21,3314;19,6897;0,751798;0,123038;1,48087;1,52916;
G5EBK3(308);21,3216;20,878;21,239;19,7854;20,7719;19,8037;18,3326;19,4403;1,02236;0,0666528;1,21889;1,98032;
G5EBK3(375);20,2376;21,104;20,7594;19,987;20,1364;20,4175;19,3653;21,0582;0,264314;0,431851;0,277659;0,642819;
G5EBK3(164);24,0923;25,419;26,5799;26,2978;24,3715;24,243;24,0145;22,0918;1,31932;0,0342529;1,91708;2,47796;+
G5EBK3(501);21,3342;20,8368;21,0467;20,956;19,9267;19,791;20,0202;18,9135;2,61591;0,00371965;1,38057;5,01272;+
G5EBN9(17);23,7749;21,1172;22,3107;25,0444;24,5384;24,4112;23,6539;24,6609;0,68569;0,145355;-1,25432;-1,41716;
G5EBN9(582);21,6838;18,9917;21,5184;20,2111;26,1708;23,3685;23,7665;23,8778;2,21314;0,00683896;-3,69467;-4,1337;+
G5EBN9(15);23,2847;24,937;24,6071;24,4251;21,1614;21,112;19,9778;19,9686;3,58228;0,0014209;3,75851;7,64428;+
G5EBN9(593);25,3754;24,7487;24,4507;24,0757;23,9321;23,7038;23,6946;19,8164;0,927723;0,0828642;1,87591;1,82313;
G5EBP5(373);27,2846;24,4488;23,2448;23,7091;24,9753;24,1424;24,1169;21,6935;0,35178;0,337853;0,9398;0,817553;
G5EBP5(389);25,4307;26,8448;25,3751;26,1326;18,5561;19,3563;21,2686;19,406;4,08269;0,00117127;6,29905;9,39337;+
G5EBP5(374);27,3309;22,6377;21,8839;23,3326;24,0705;23,7277;23,6244;20,7242;0,209568;0,508983;0,75962;0,526836;
G5EBP5(380);27,5481;26,0941;26,3443;25,7894;20,5859;20,5746;20,1095;20,8127;5,14651;0,0032;5,92333;14,361;+
G5EBP5(382);25,7257;21,989;22,2642;24,1613;23,117;24,6623;22,7271;26,432;0,232224;0,475611;-0,699598;-0,575559;
G5EBP5(2302);22,0959;17,7578;21,2498;20,5691;17,7295;19,5617;18,8673;20,3713;0,545977;0,204944;1,28567;1,17513;
G5EBP5(466);21,9839;20,3525;19,5676;21,2729;22,8857;23,4533;25,3079;24,5965;2,29149;0,00570273;-3,26665;-4,29672;+
G5EBP5(2148);21,1162;18,3432;21,2886;20,091;20,9025;17,1138;17,6776;19,0682;0,678539;0,148075;1,51922;1,40496;
G5EBP5(2595);21,107;21,346;20,4688;20,1948;21,8229;20,6663;18,7706;21,3223;0,0660337;0,80797;0,133622;0,185503;
G5EBP5(450);22,0151;20,7755;20,3926;20,6856;25,1599;24,7137;24,3574;21,7608;1,94044;0,0112809;-3,03074;-3,59247;+
G5EBP5(451);21,2955;20,4363;21,0173;20,4881;22,3202;24,9183;24,3574;21,6681;1,67157;0,0174436;-2,50668;-3,09314;+
G5EBP5(457);19,9326;20,7086;20,9762;21,029;21,5098;20,2862;19,9587;21,6619;0,14736;0,619832;-0,192559;-0,386784;
G5EBR3(393);21,1143;20,7373;21,3124;20,511;19,3841;20,7528;20,2398;20,9472;0,731509;0,129348;0,58775;1,49491;
G5EBR3(400);20,1474;20,7623;20,6718;20,8006;19,6998;21,5165;19,8713;18,596;0,496062;0,230807;0,674604;1,08616;
G5EBT8(502);20,8646;20,8451;20,6565;20,5712;19,8348;19,9084;21,2581;19,1209;0,768827;0,117576;0,70382;1,55783;
G5EBV4(134);21,5519;21,1707;21,0758;20,7535;21,1196;20,609;18,8315;19,545;1,0662;0,0604574;1,11172;2,05318;
Q965J2(370);22,2302;21,3886;22,6796;22,4806;25,4417;25,3699;25,5377;25,8971;4,46548;0,00155102;-3,36689;-10,9614;+
G5EBY4(5);25,8533;22,8064;22,0831;22,7842;19,898;19,4056;19,1515;18,8752;2,46117;0,00457848;4,04919;4,66257;+
G5EBY6(95);24,4914;23,8983;24,7535;23,1924;19,9684;17,8388;19,9714;18,7165;3,6709;0,00104235;4,96013;7,93182;+
G5EBZ4(1639);21,7151;21,1406;20,8314;20,9986;21,5264;20,3428;19,6379;19,8619;0,908659;0,0863906;0,829209;1,79144;
G5EC03(588);20,9716;19,9314;21,1705;20,989;19,653;20,4847;20,6261;20,139;0,74602;0,124665;0,539909;1,51942;
G5EC05(772);21,2653;21,3987;21,0794;21,3992;19,5488;19,2049;20,2526;20,0838;3,00828;0,00275211;1,51314;5,98053;+
G5EC10(58);22,4996;24,1121;25,2431;24,8058;21,4962;18,8116;20,6911;20,2831;2,46272;0,00452193;3,84465;4,666;+
G5EC10(60);22,4996;21,7245;22,9067;22,3941;19,9357;21,354;19,8882;18,3009;2,02048;0,00977391;2,51155;3,74735;+
G5EC43(577);19,5951;21,5739;20,798;21,3091;24,081;24,1122;22,3582;23,7767;2,42195;0,00476253;-2,76303;-4,57639;+
I2HAI6(177);21,8264;21,1061;21,6041;21,0867;23,1235;23,8276;20,9846;22,8769;1,06083;0,0610849;-1,29729;-2,04426;
I2HAI6(91);21,3399;21,5393;21,7578;20,0374;17,2123;19,4656;18,3833;20,1275;1,71696;0,0164225;2,37142;3,17535;+
I2HAI6(8);20,7476;20,1316;21,7535;18,4977;21,3666;19,0989;20,8765;20,9251;0,125736;0,664889;-0,284193;-0,335562;
G5EC78(67);19,9986;20,7351;21,304;20,4753;21,3932;21,3369;18,8898;18,8477;0,274507;0,419016;0,511365;0,663791;
G5EC78(58);26,2739;24,0925;20,8693;22,3082;19,8604;20,1552;21,3141;19,7023;1,36696;0,0312727;3,12795;2,55915;+
G5EC78(18);22,0602;20,2713;20,0203;21,6036;20,8576;20,0159;20,019;21,3414;0,303093;0,384516;0,430325;0,721693;
G5EC86(246);20,774;20,6381;21,7103;20,8804;20,8734;20,1885;21,2472;19,0985;0,573698;0,191621;0,648795;1,22388;
G5EC91(115);20,6306;20,4353;20,9478;20,6904;27,0865;26,373;25,1141;20,333;1,42457;0,0279848;-4,05063;-2,65807;+
G5EC91(102);20,05;21,2343;21,8171;21,037;21,0856;20,7797;20,3832;19,6905;0,535665;0,209151;0,549852;1,15688;
G5EC97(108);20,5483;18,9962;21,8433;20,8971;24,862;23,8965;22,398;25,172;2,18848;0,00721449;-3,51091;-4,08314;+
G5EC97(433);21,4547;20,8483;21,4792;20,9937;20,3394;20,2399;18,1657;19,7275;1,61306;0,0195503;1,57587;2,98827;+
G5EC97(208);21,0905;19,9551;21,2834;19,9658;20,3227;21,5447;20,2103;19,3182;0,147702;0,619611;0,22475;0,387582;
G5EC98(320);19,9316;20,14;21,7791;21,2895;21,4668;20,3878;20,4505;21,3727;0,0920876;0,744524;-0,134405;-0,252703;
G5ECC7(202);21,8819;21,2084;21,6142;20,2336;19,9846;18,3819;20,546;19,2479;1,54251;0,0226387;1,69441;2,86338;+
G5ECF6(216);20,161;19,3868;20,7175;20,4464;20,3165;21,1472;20,436;18,754;0,00838842;0,973745;0,0145049;0,024994;
G5ECG0(227);21,5714;21,2455;19,4916;21,5625;19,7136;18,2525;20,4024;21,4398;0,570719;0,192944;1,01572;1,21867;
G5EFK7(3081);20,7284;21,3211;21,0364;20,1078;21,554;19,9841;20,5894;20,7562;0,0665004;0,806795;0,0774999;0,186732;
G5ECL1(162);20,3621;20,5309;21,6159;20,0065;17,6774;19,6674;19,5374;18,7976;1,60957;0,0195574;1,70894;2,98204;+
G5ECM2(655);21,8392;19,7432;20,0423;21,3742;21,6076;20,1513;20,4018;21,5554;0,104076;0,717117;-0,179278;-0,282697;
